medicamento,descripcion,peso,presentacion,forma_farmacologica,marca,precio,max_price,precio descontado,descuento,promotion,fuente,scrapping_day,detail_url
ozempic,Soliqua 3 Piezas Caja Insulina glargina 100 ML Lixisenatida 50 MCG,100 ml,,,,3230.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/s---t---u/soliqua-3-piezas-caja/p/000000000008080023
ozempic,Soliqua 1 Pluma Prellenada Caja Insulina glargina 100 ML Lixisenatida 50 MCG,100 ml,,,,1201.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/s---t---u/soliqua-1-pluma-prellenada-caja/p/000000000008080022
ozempic,Soliqua 3 Piezas Caja Insulina glargina 100 ML Lixisenatida 33 MCG,100 ml,,,,3230.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/s---t---u/soliqua-3-piezas-caja/p/000000000008080021
ozempic,Soliqua 1 Pluma Prellenada Caja Insulina glargina 100 ML Lixisenatida 33 MCG,100 ml,,,,1181.5,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/s---t---u/soliqua-1-pluma-prellenada-caja/p/000000000008080020
ozempic,Ozempic 1 Solución Pluma Prellenada Semaglutida 1.34 MG,1.34 mg,1,solucion,,5772.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/m---n---o/ozempic-1-solucion-pluma-prellenada/p/000000000006400004
ozempic,Ozempic 1 Solución Pluma Prellenada Semaglutida 1.34 MG,1.34 mg,1,solucion,,4253.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/m---n---o/ozempic-1-solucion-pluma-prellenada/p/000000000006400002
cardura,Cardura 20 Tabletas Caja Mesilato de doxazosina 2 MG,2 mg,20,tabletas,,928.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/cardura-20-tabletas-caja/p/000000000003580057
cardura,Cardura 20 Tabletas Caja Mesilato de doxazosina 4 MG,4 mg,20,tabletas,,1004.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/cardura-20-tabletas-caja/p/000000000003580056
micardis,Telmisartán 80 MG Alpharma 14 Tabletas Caja,80 mg,14,tabletas,,245.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/q---r---s---t/telmisartan-80-mg/p/000000000070001933
micardis,Telmisartán 80 MG Aurax 28 Tabletas Caja,80 mg,28,tabletas,,468.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/q---r---s---t/telmisartan-80-mg/p/000000000060290003
micardis,Telmisartán 40 MG Aurax 28 Tabletas Caja,40 mg,28,tabletas,,260.5,,169.0,35.12%,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/q---r---s---t/telmisartan-40-mg/p/000000000060090040
micardis,Telmisartán 80.0 MG Hidroclorotiazida 12.5 MG Aurax 2 Pack 28 Tabletas Caja,80.0 mg,28,tabletas,,842.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/q---r---s---t/telmisartan-80-0-mg-hidroclorotiazida-12-5-mg/p/000000000070006072
micardis,Telmisartán 80.0 MG Hidroclorotiazida 12.5 MG Aurax 14 Tabletas Caja,80.0 mg,14,tabletas,,265.0,,132.5,50.0%,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/q---r---s---t/telmisartan-80-0-mg-hidroclorotiazida-12-5-mg/p/000000000070003589
micardis,Telmisartán 80.0 MG Hidroclorotiazida 12.5 MG Aurax 14 Tabletas Frasco,80.0 mg,14,tabletas,,265.0,,132.5,50.0%,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/q---r---s---t/telmisartan-80-0-mg-hidroclorotiazida-12-5-mg/p/000000000070003463
micardis,Telmisartán 80.0 MG Hidroclorotiazida 12.5 MG Aurax 28 Tabletas Caja,80.0 mg,28,tabletas,,468.0,,,,Programa Club Salud: Acumula 4 y el 5º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/q---r---s---t/telmisartan-80-0-mg-hidroclorotiazida-12-5-mg/p/000000000070003258
micardis,Aprovasc 28 Tabletas Caja Irbesartán 150 MG Amlodipino 10 MG,150 mg,28,tabletas,,1954.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/aprovasc-28-tabletas-caja/p/000000000007990096
micardis,Aprovasc 28 Tableta Caja Irbesartán 150 MG Besilato de amlodipino 5 MG,150 mg,28,tab,,1799.5,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/aprovasc-28-tableta-caja/p/000000000007990095
micardis,Aprovasc 28 Tabletas Caja Irbesartán 300 MG Besilato de amlodipino 5 MG,300 mg,28,tabletas,,2185.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/aprovasc-28-tabletas-caja/p/000000000007990094
micardis,Aprovasc 28 Tableta Caja Irbesartán 300 MG Amlodipino 10 MG,300 mg,28,tab,,2260.5,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/aprovasc-28-tableta-caja/p/000000000007990093
micardis,Aprovasc 14 Tabletas Caja Irbesartán 300 MG Besilato de amlodipino 10 MG,300 mg,14,tabletas,,1192.5,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/aprovasc-14-tabletas-caja/p/000000000007990087
micardis,Aprovasc 14 Tableta Caja Irbesartán 300 MG Besilato de amlodipino 5 MG,300 mg,14,tab,,1146.5,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/aprovasc-14-tableta-caja/p/000000000007990086
micardis,Aprovasc 14 Tabletas Caja Irbesartán 150 MG Besilato de amlodipino 5 MG,150 mg,14,tabletas,,997.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/aprovasc-14-tabletas-caja/p/000000000007990085
micardis,Micardis Duo 28 Tabletas Caja Telmisartán 40 MG Amlodipino 5 MG,40 mg,28,tabletas,,1705.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/m---n---o/micardis-duo-28-tabletas-caja/p/000000000003860350
micardis,Micardis Duo 28 Tableta Caja Telmisartán 80 MG Amlodipino 5 MG,80 mg,28,tab,,1775.5,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/m---n---o/micardis-duo-28-tableta-caja/p/000000000003860348
micardis,Micardis Duo 28 Tabletas Caja Telmisartán 80 MG Amlodipino 10 MG,80 mg,28,tabletas,,2011.5,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/m---n---o/micardis-duo-28-tabletas-caja/p/000000000003860347
micardis,Micardis Plus 14 Tabletas Caja Telmisartán 80 MG Hidroclorotiazida 25 MG,80 mg,14,tabletas,,972.5,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/m---n---o/micardis-plus-14-tabletas-caja/p/000000000003860282
micardis,Micardis Plus 28 Tableta Caja Telmisartán 80 MG Hidroclorotiazida 12.5 MG,80 mg,28,tab,,1416.5,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/m---n---o/micardis-plus-28-tableta-caja/p/000000000003860275
micardis,Micardis Plus 14 Tabletas Caja Telmisartán 80 MG Hidroclorotiazida 12.5 MG,80 mg,14,tabletas,,940.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/m---n---o/micardis-plus-14-tabletas-caja/p/000000000003860240
micardis,Micardis 28 Tableta Caja Telmisartán 80 MG,80 mg,28,tab,,1361.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/m---n---o/micardis-28-tableta-caja/p/000000000003860211
micardis,Micardis 14 Tabletas Caja Telmisartán 80 MG,80 mg,14,tabletas,,1018.5,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/m---n---o/micardis-14-tabletas-caja/p/000000000003860210
micardis,Micardis 28 Tableta Caja Telmisartán 40 MG,40 mg,28,tab,,1021.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/m---n---o/micardis-28-tableta-caja/p/000000000003860209
micardis,Micardis 14 Tabletas Caja Telmisartán 40 MG,40 mg,14,tabletas,,754.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/m---n---o/micardis-14-tabletas-caja/p/000000000003860208
edarbi,Edarbi CLD 28 Tableta Caja Azilsartan medoxomilo 80 MG Clortalidona 12.5 MG,80 mg,28,tab,,1304.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/d---e---f/edarbi-cld-28-tableta-caja/p/000000000041010011
edarbi,Edarbi 14 Tabletas Caja Azilsartan medoxomilo 80 MG Clortalidona 12.5 MG,80 mg,14,tabletas,,796.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/d---e---f/edarbi-14-tabletas-caja/p/000000000041010010
edarbi,Edarbi 14 Tabletas Caja Azilsartan medoxomilo 40 MG Clortalidona 12.5 MG,40 mg,14,tabletas,,628.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/d---e---f/edarbi-14-tabletas-caja/p/000000000041010009
edarbi,Edarbi 28 Tableta Caja Azilsartan medoxomilo 40 MG Clortalidona 12.5 MG,40 mg,28,tab,,1102.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/d---e---f/edarbi-28-tableta-caja/p/000000000041010008
edarbi,Edarbi 28 Tabletas Caja Azilsartan medoxomilo 80 MG,80 mg,28,tabletas,,1364.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/d---e---f/edarbi-28-tabletas-caja/p/000000000041010007
edarbi,Edarbi 14 Tabletas Caja Azilsartan medoxomilo 80 MG,80 mg,14,tabletas,,788.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/d---e---f/edarbi-14-tabletas-caja/p/000000000041010006
edarbi,Edarbi 28 Tableta Caja Azilsartan medoxomilo 40 MG,40 mg,28,tab,,941.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/d---e---f/edarbi-28-tableta-caja/p/000000000041010005
losartan,Losartán 50.0 MG Aurax 30 Comprimidos Caja,50.0 mg,30,comprimidos,,70.0,,35.0,50.0%,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/i---j---k---l/losartan-50-0-mg/p/000000000070006922
losartan,Losartán 100.0 MG Aurax 2 Pack 15 Tabletas Caja,100.0 mg,15,tabletas,,138.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/i---j---k---l/losartan-100-0-mg/p/000000000070005573
losartan,Losartán 100.0 MG Hidroclorotiazida 12.5 MG Co-Tarsan 15 Comprimidos Caja,100.0 mg,15,comprimidos,,141.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/i---j---k---l/losartan-100-0-mg-hidroclorotiazida-12-5-mg/p/000000000070004634
losartan,Losartán 50 MG Aurax 60 Tabletas Caja,50 mg,60,tabletas,,128.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/i---j---k---l/losartan-50-mg/p/000000000070004339
losartan,Losartán 50 MG Hidrocloratiazida 12.5 MG Aurax 30 Tabletas Caja,50 mg,30,tabletas,,128.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/i---j---k---l/losartan-50-mg-hidrocloratiazida-12-5-mg/p/000000000070004067
losartan,Losartán 50 MG Aurax 30 Tabletas Caja,50 mg,30,tabletas,,70.0,,35.0,50.0%,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/i---j---k---l/losartan-50-mg/p/000000000070003845
losartan,Losartán 100.0 MG Aurax 15 Tabletas Caja,100.0 mg,15,tabletas,,88.0,,,,Programa Club Salud: Acumula 4 y el 5º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/i---j---k---l/losartan-100-0-mg/p/000000000070003261
losartan,Losartán 50.0 MG Aurax 15 Tabletas Caja,50.0 mg,15,tabletas,,54.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/i---j---k---l/losartan-50-0-mg/p/000000000070003224
losartan,Losartán 50.0 MG Aurax 30 Tabletas Caja,50.0 mg,30,tabletas,,70.0,,35.0,50.0%,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/i---j---k---l/losartan-50-0-mg/p/000000000070007294
losartan,Bicartial-Ctd 30 Tabletas Caja Amlodipino 5.0 MG Losartán 100.0 MG Clortalidona 25.0 MG,5.0 mg,30,tabletas,,1318.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/bicartial-ctd-30-tabletas-caja/p/000000000070007610
losartan,Bicartial-Ctd 30 Tabletas Caja Amlodipino 5.0 MG Losartán 100.0 MG Clortalidona 12.5 MG,5.0 mg,30,tabletas,,1318.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/bicartial-ctd-30-tabletas-caja/p/000000000070007609
losartan,Lodarta 30 Tabletas Blíster Amlodipino 5.0 MG Losartán 100.0 MG Rosuvastatina 20.0 MG,5.0 mg,30,tabletas,,1267.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/lodarta-30-tabletas-blister/p/000000000070005070
losartan,Lodarta 30 Tabletas Blíster Amlodipino 5.0 MG Losartán 100.0 MG Rosuvastatina 10.0 MG,5.0 mg,30,tabletas,,1267.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/lodarta-30-tabletas-blister/p/000000000070005069
losartan,Lodestar ZID 30 Tabletas Caja Losartán 100 MG Hidroclorotiazida 25 MG,100 mg,30,tabletas,,980.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/j---k---l/lodestar-zid-30-tabletas-caja/p/000000000007550213
losartan,Lodestar ZID 30 Tableta Caja Losartán 50 MG Hidroclorotiazida 12.5 MG,50 mg,30,tab,,661.5,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/j---k---l/lodestar-zid-30-tableta-caja/p/000000000007550190
losartan,Lodestar 30 Tabletas Caja Losartán 100 MG,100 mg,30,tabletas,,1026.5,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/j---k---l/lodestar-30-tabletas-caja/p/000000000007550185
losartan,Lodestar 30 Tableta Caja Losartán 50 MG,50 mg,30,tab,,658.5,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/j---k---l/lodestar-30-tableta-caja/p/000000000007550184
losartan,Lodestar Duo 30 Cápsulas Caja Losartán 100 MG Amlodipino 5 MG,100 mg,30,capsulas,,741.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/j---k---l/lodestar-duo-30-capsulas-caja/p/000000000007550005
losartan,Cozaar XQ 30 Comprimidos Caja Losartán 100 MG Camsilato de amlodipino 5 MG,100 mg,30,comprimidos,,1309.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/cozaar-xq-30-comprimidos-caja/p/000000000006890110
losartan,Cozaar XQ 30 Comprimidos Caja Losartán 50 MG Camsilato de amlodipino 5 MG,50 mg,30,comprimidos,,1182.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/cozaar-xq-30-comprimidos-caja/p/000000000006890109
losartan,Cozaar 60 Comprimidos Paquete Losartán 50 MG,50 mg,60,comprimidos,,1521.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/cozaar-60-comprimidos-paquete/p/000000000006890097
losartan,Hyzaar 30 + 30 30 Comprimidos Caja Losartán 50 MG Hidroclorotiazida 12.5 MG,50 mg,30,comprimidos,,1604.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/g---h---i/hyzaar-30-%2B-30-30-comprimidos-caja/p/000000000006890096
losartan,Hyzaar 30 Comprimidos Caja Losartán 100 MG Hidroclorotiazida 12.5 MG,100 mg,30,comprimidos,,2052.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/g---h---i/hyzaar-30-comprimidos-caja/p/000000000006890082
losartan,Cozaar 30 Comprimidos Caja Losartán 100 MG,100 mg,30,comprimidos,,1864.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/cozaar-30-comprimidos-caja/p/000000000006890079
losartan,Hyzaar 30 Comprimidos Caja Losartán 100 MG Hidroclorotiazida 25 MG,100 mg,30,comprimidos,,2290.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/g---h---i/hyzaar-30-comprimidos-caja/p/000000000006890078
losartan,Hyzaar 30 Comprimidos Caja Losartán 50 MG Hidroclorotiazida 12.5 MG,50 mg,30,comprimidos,,1441.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/g---h---i/hyzaar-30-comprimidos-caja/p/000000000006890025
losartan,Cozaar 30 Comprimidos Caja Losartán 50 MG,50 mg,30,comprimidos,,1329.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/cozaar-30-comprimidos-caja/p/000000000006890018
losartan,Bicartial 30 Cápsulas Caja Amlodipino 5 MG Losartán 100 MG,5 mg,30,capsulas,,1303.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/bicartial-30-capsulas-caja/p/000000000004590152
losartan,Bicartial 30 Cápsulas Caja Amlodipino 2.5 MG Losartán 50 MG,2.5 mg,30,capsulas,,1282.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/bicartial-30-capsulas-caja/p/000000000004590151
atacand,Candesartán cilexetilo 16 MG Hidroclorotiazida 12.5 MG Aurax 28 Tabletas Caja,16 mg,28,tabletas,,658.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/a---b---c---d/candesartan-cilexetilo-16-mg-hidroclorotiazida-12-5-mg/p/000000000070000166
atacand,Atacand 14 Tabletas Caja Candesartán cilexetilo 32 MG Candesartán 32 MG,32 mg,14,tabletas,,1250.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/atacand-14-tabletas-caja/p/000000000000320173
atacand,Atacand 28 Tableta Caja Candesartán cilexetilo 16 MG,16 mg,28,tab,,1165.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/atacand-28-tableta-caja/p/000000000000320156
atacand,Atacand 14 Tabletas Caja Candesartán cilexetilo 16 MG,16 mg,14,tabletas,,663.0,,,,Programa Club Salud: Acumula 6 y recibe 2 GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/atacand-14-tabletas-caja/p/000000000000320155
atacand,Atacand 28 Tableta Caja Candesartán cilexetilo 8 MG,8 mg,28,tab,,938.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/atacand-28-tableta-caja/p/000000000000320154
atacand,Atacand 14 Tableta Caja Candesartán cilexetilo 8 MG Candesartán cilexetilo 8 MG,8 mg,14,tab,,500.0,,,,Programa Club Salud: Acumula 6 y recibe 2 GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/atacand-14-tableta-caja/p/000000000000320153
atacand,Atacand Plus 28 Tableta Caja Candesartán cilexetilo 16 MG Hidroclorotiazida 12.5 MG,16 mg,28,tab,,1160.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/atacand-plus-28-tableta-caja/p/000000000000320074
atacand,Atacand Plus 14 Tabletas Caja Candesartán cilexetilo 16 MG Hidroclorotiazida 12.5 MG,16 mg,14,tabletas,,641.0,,,,Programa Club Salud: Acumula 6 y recibe 2 GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/atacand-plus-14-tabletas-caja/p/000000000000320073
almetec,Olmesartán medoxomilo 40.0 MG Camber 28 Tabletas Caja,40.0 mg,28,tabletas,,468.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/m---n---o---p/olmesartan-medoxomilo-40-0-mg/p/000000000070005559
almetec,Olmesartán medoxomilo 20.0 MG Camber 28 Tabletas Caja,20.0 mg,28,tabletas,,368.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/m---n---o---p/olmesartan-medoxomilo-20-0-mg/p/000000000070005556
almetec,Olmesartán medoxomilo 40.0 MG Hidroclorotiazida 12.5 MG Camber 28 Tabletas Caja,40.0 mg,28,tabletas,,508.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/m---n---o---p/olmesartan-medoxomilo-40-0-mg-hidroclorotiazida-12-5-mg/p/000000000070005560
almetec,Almetec Tri 14 Tabletas Caja Olmesartán 40 MG Amlodipino 5 MG Hidroclorotiazida 12.5 MG,40 mg,14,tabletas,,999.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/almetec-tri-14-tabletas-caja/p/000000000006890121
almetec,Almetec Tri 28 Tabletas Caja Olmesartán 40 MG Amlodipino 5 MG Hidroclorotiazida 12.5 MG,40 mg,28,tabletas,,1837.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/almetec-tri-28-tabletas-caja/p/000000000006890120
almetec,Almetec Tri 28 Tabletas Caja Olmesartán 20 MG Amlodipino 5 MG Hidroclorotiazida 12.5 MG,20 mg,28,tabletas,,1676.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/almetec-tri-28-tabletas-caja/p/000000000006890119
almetec,Almetec Tri 14 Tabletas Caja Olmesartán 20 MG Amlodipino 5 MG Hidroclorotiazida 12.5 MG,20 mg,14,tabletas,,915.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/almetec-tri-14-tabletas-caja/p/000000000006890118
almetec,Almetec CO 28 Comprimidos Caja Olmesartán medoxomilo 40 MG Hidroclorotiazida 12.5 MG,40 mg,28,comprimidos,,1554.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/almetec-co-28-comprimidos-caja/p/000000000006630320
almetec,Almetec CO 28 Comprimidos Caja Olmesartán medoxomilo 20 MG Hidroclorotiazida 12.5 MG,20 mg,28,comprimidos,,1254.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/almetec-co-28-comprimidos-caja/p/000000000006630318
almetec,Almetec 28 Tabletas Caja Olmesartán medoxomilo 40 MG,40 mg,28,tabletas,,1346.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/almetec-28-tabletas-caja/p/000000000006630307
almetec,Almetec 28 Tabletas Caja Olmesartán medoxomilo 20 MG,20 mg,28,tabletas,,1071.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/almetec-28-tabletas-caja/p/000000000006630305
aprovel,Irbesartán 300.0 MG Aurax 2 Pack 28 Tabletas Caja,300.0 mg,28,tabletas,,698.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/i---j---k---l/irbesartan-300-0-mg/p/000000000070006089
aprovel,Irbesartán 150.0 MG Aurax 2 Pack 28 Tabletas Caja,150.0 mg,28,tabletas,,398.0,,,,Programa Club Salud: Acumula 3 y el 4º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/i---j---k---l/irbesartan-150-0-mg/p/000000000070006083
aprovel,Irbesartán 150.0 MG Aurax 28 Tabletas Frasco,150.0 mg,28,tabletas,,248.0,,,,Programa Club Salud: Acumula 4 y el 5º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/i---j---k---l/irbesartan-150-0-mg/p/000000000070005237
aprovel,Irbesartán 300 MG Aurax 28 Tabletas Frasco,300 mg,28,tabletas,,408.0,,,,Programa Club Salud: Acumula 4 y el 5º es GRATIS.,Farmacias San Pablo,03/10/2024,/medicamentos/genericos/i---j---k---l/irbesartan-300-mg/p/000000000060250064
aprovel,Aprovel 28 Tableta Caja Irbesartán 300 MG,300 mg,28,tab,,2438.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/aprovel-28-tableta-caja/p/000000000007990008
aprovel,Aprovel 28 Tabletas Caja Irbesartán 150 MG,150 mg,28,tabletas,,1619.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/aprovel-28-tabletas-caja/p/000000000007990006
aprovel,Co-Aprovel 28 Tabletas Caja Irbesartán 300 MG Hidroclorotiazida 12.5 MG,300 mg,28,tabletas,,2158.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/co-aprovel-28-tabletas-caja/p/000000000007990076
aprovel,Co-Aprovel 14 Tabletas Caja Irbesartán 300 MG Hidroclorotiazida 12.5 MG,300 mg,14,tabletas,,1399.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/co-aprovel-14-tabletas-caja/p/000000000007990016
aprovel,Co-Aprovel 14 Tabletas Caja Irbesartán 150 MG Hidroclorotiazida 12.5 MG,150 mg,14,tabletas,,928.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/co-aprovel-14-tabletas-caja/p/000000000007990015
aprovel,Co-Aprovel 28 Tableta Caja Irbesartán 150 MG Hidroclorotiazida 12.5 MG,150 mg,28,tab,,1401.0,,,,,Farmacias San Pablo,03/10/2024,/medicamentos/supervision-medica/a---b---c/co-aprovel-28-tableta-caja/p/000000000007990014
